date,institution,FUTURE_INDEX,CALL_OI,PUT_OI,OPTIONS_NET_OI,FUTURE_INDEX_CHANGE,CALL_OI_CHANGE,PUT_OI_CHANGE,OPTIONS_NET_OI_CHANGE
2025-04-01,PRO,-32022.0,-177416.0,-83884.0,-93532.0,-182.0,-166394.0,-27729.0,-138665.0
2025-04-02,CLIENT,25528.0,64444.0,-23879.0,88323.0,-6004.0,-40329.0,156196.0,-196525.0
2025-04-02,DII,69051.0,27103.0,74292.0,-47189.0,1983.0,27033.0,9258.0,17775.0
2025-04-02,FII,-62329.0,21507.0,92907.0,-71400.0,4249.0,-51066.0,-106019.0,54953.0
2025-04-02,PRO,-32250.0,-113054.0,-143320.0,30266.0,-228.0,64362.0,-59436.0,123798.0
2025-04-03,CLIENT,30672.0,-192241.0,-254740.0,62499.0,5144.0,-256685.0,-230861.0,-25824.0
2025-04-03,DII,76450.0,70.0,61796.0,-61726.0,7399.0,-27033.0,-12496.0,-14537.0
2025-04-03,FII,-73190.0,226733.0,240568.0,-13835.0,-10861.0,205226.0,147661.0,57565.0
2025-04-03,PRO,-33932.0,-34563.0,-47623.0,13060.0,-1682.0,78491.0,95697.0,-17206.0
2025-04-04,CLIENT,40514.0,-197468.0,-410515.0,213047.0,9842.0,-5227.0,-155775.0,150548.0
2025-04-04,DII,75721.0,70.0,73186.0,-73116.0,-729.0,0.0,11390.0,-11390.0
2025-04-04,FII,-86592.0,281629.0,355447.0,-73818.0,-13402.0,54896.0,114879.0,-59983.0
2025-04-04,PRO,-29643.0,-84230.0,-18118.0,-66112.0,4289.0,-49667.0,29505.0,-79172.0
2025-04-07,CLIENT,37955.0,-267229.0,-430328.0,163099.0,-2559.0,-69761.0,-19813.0,-49948.0
2025-04-07,DII,76617.0,70.0,57296.0,-57226.0,896.0,0.0,-15890.0,15890.0
2025-04-07,FII,-107615.0,337650.0,402252.0,-64602.0,-21023.0,56021.0,46805.0,9216.0
2025-04-07,PRO,-6957.0,-70490.0,-29221.0,-41269.0,22686.0,13740.0,-11103.0,24843.0
2025-04-08,CLIENT,35060.0,-387042.0,-612147.0,225105.0,-2895.0,-119813.0,-181819.0,62006.0
2025-04-08,DII,79153.0,220.0,55897.0,-55677.0,2536.0,150.0,-1399.0,1549.0
2025-04-08,FII,-109129.0,529917.0,607599.0,-77682.0,-1514.0,192267.0,205347.0,-13080.0
2025-04-08,PRO,-5084.0,-143095.0,-51348.0,-91747.0,1873.0,-72605.0,-22127.0,-50478.0
2025-04-09,CLIENT,42960.0,-196920.0,-463666.0,266746.0,7900.0,190122.0,148481.0,41641.0
2025-04-09,DII,78673.0,310.0,47476.0,-47166.0,-480.0,90.0,-8421.0,8511.0
2025-04-09,FII,-115835.0,324623.0,435821.0,-111198.0,-6706.0,-205294.0,-171778.0,-33516.0
2025-04-09,PRO,-5798.0,-128012.0,-19630.0,-108382.0,-714.0,15083.0,31718.0,-16635.0
2025-04-11,CLIENT,37385.0,-363346.0,-496382.0,133036.0,-5575.0,-166426.0,-32716.0,-133710.0
2025-04-11,DII,78001.0,475.0,40349.0,-39874.0,-672.0,165.0,-7127.0,7292.0
2025-04-11,FII,-101234.0,432294.0,521900.0,-89606.0,14601.0,107671.0,86079.0,21592.0
2025-04-11,PRO,-14152.0,-69423.0,-65866.0,-3557.0,-8354.0,58589.0,-46236.0,104825.0
2025-04-15,CLIENT,32788.0,-191306.0,-189320.0,-1986.0,-4597.0,172040.0,307062.0,-135022.0
2025-04-15,DII,79041.0,475.0,42667.0,-42192.0,1040.0,0.0,2318.0,-2318.0
2025-04-15,FII,-87347.0,198808.0,237548.0,-38740.0,13887.0,-233486.0,-284352.0,50866.0
2025-04-15,PRO,-24482.0,-7977.0,-90894.0,82917.0,-10330.0,61446.0,-25028.0,86474.0
2025-04-16,CLIENT,31080.0,-347494.0,-258752.0,-88742.0,-1708.0,-156188.0,-69432.0,-86756.0
2025-04-16,DII,79540.0,475.0,51067.0,-50592.0,499.0,0.0,8400.0,-8400.0
2025-04-16,FII,-86069.0,304702.0,323227.0,-18525.0,1278.0,105894.0,85679.0,20215.0
2025-04-16,PRO,-24551.0,42317.0,-115542.0,157859.0,-69.0,50294.0,-24648.0,74942.0
2025-04-17,CLIENT,16261.0,-276943.0,-218428.0,-58515.0,-14819.0,70551.0,40324.0,30227.0
2025-04-17,DII,78089.0,475.0,50567.0,-50092.0,-1451.0,0.0,-500.0,500.0
2025-04-17,FII,-83273.0,229522.0,256516.0,-26994.0,2796.0,-75180.0,-66711.0,-8469.0
2025-04-17,PRO,-11077.0,46946.0,-88654.0,135600.0,13474.0,4629.0,26888.0,-22259.0
2025-04-21,CLIENT,8099.0,-135070.0,-40272.0,-94798.0,-8162.0,141873.0,178156.0,-36283.0
2025-04-21,DII,76942.0,475.0,59762.0,-59287.0,-1147.0,0.0,9195.0,-9195.0
2025-04-21,FII,-77270.0,168930.0,173158.0,-4228.0,6003.0,-60592.0,-83358.0,22766.0
2025-04-21,PRO,-7771.0,-34334.0,-192648.0,158314.0,3306.0,-81280.0,-103994.0,22714.0
2025-04-22,CLIENT,3670.0,-113198.0,-58152.0,-55046.0,-4429.0,21872.0,-17880.0,39752.0
2025-04-22,DII,72412.0,525.0,62302.0,-61777.0,-4530.0,50.0,2540.0,-2490.0
2025-04-22,FII,-78335.0,157641.0,160884.0,-3243.0,-1065.0,-11289.0,-12274.0,985.0
2025-04-22,PRO,2253.0,-44967.0,-165033.0,120066.0,10024.0,-10633.0,27615.0,-38248.0
2025-04-23,CLIENT,2976.0,-98329.0,-31731.0,-66598.0,-694.0,14869.0,26421.0,-11552.0
2025-04-23,DII,70521.0,499.0,71002.0,-70503.0,-1891.0,-26.0,8700.0,-8726.0
2025-04-23,FII,-70771.0,146053.0,99225.0,46828.0,7564.0,-11588.0,-61659.0,50071.0
2025-04-23,PRO,-2726.0,-48223.0,-138496.0,90273.0,-4979.0,-3256.0,26537.0,-29793.0
2025-04-24,CLIENT,-20871.0,-196401.0,-177153.0,-19248.0,-23847.0,-98072.0,-145422.0,47350.0
2025-04-24,DII,67812.0,70.0,44614.0,-44544.0,-2709.0,-429.0,-26388.0,25959.0
2025-04-24,FII,-24840.0,196010.0,177784.0,18226.0,45931.0,49957.0,78559.0,-28602.0
2025-04-24,PRO,-22101.0,320.0,-45244.0,45564.0,-19375.0,48543.0,93252.0,-44709.0
2025-04-25,CLIENT,-17541.0,-102572.0,-78668.0,-23904.0,3330.0,93829.0,98485.0,-4656.0
2025-04-25,DII,64576.0,70.0,50715.0,-50645.0,-3236.0,0.0,6101.0,-6101.0
2025-04-25,FII,-35226.0,36163.0,6359.0,29804.0,-10386.0,-159847.0,-171425.0,11578.0
2025-04-25,PRO,-11809.0,66338.0,21594.0,44744.0,10292.0,66018.0,66838.0,-820.0
2025-04-28,CLIENT,-26971.0,-149546.0,47623.0,-197169.0,-9430.0,-46974.0,126291.0,-173265.0
2025-04-28,DII,53489.0,70.0,50715.0,-50645.0,-11087.0,0.0,0.0,0.0
2025-04-28,FII,-22776.0,44723.0,-36962.0,81685.0,12450.0,8560.0,-43321.0,51881.0
2025-04-28,PRO,-3742.0,104753.0,-61377.0,166130.0,8067.0,38415.0,-82971.0,121386.0
2025-04-29,CLIENT,-23703.0,-33401.0,45239.0,-78640.0,3268.0,116145.0,-2384.0,118529.0
2025-04-29,DII,44354.0,70.0,46215.0,-46145.0,-9135.0,0.0,-4500.0,4500.0
2025-04-29,FII,-17897.0,-17795.0,-46075.0,28280.0,4879.0,-62518.0,-9113.0,-53405.0
2025-04-29,PRO,-2754.0,51127.0,-45379.0,96506.0,988.0,-53626.0,15998.0,-69624.0
2025-04-30,CLIENT,-29835.0,-289807.0,-169197.0,-120610.0,-6132.0,-256406.0,-214436.0,-41970.0
2025-04-30,DII,41435.0,70.0,46215.0,-46145.0,-2919.0,0.0,0.0,0.0
2025-04-30,FII,-10000.0,193780.0,88388.0,105392.0,7897.0,211575.0,134463.0,77112.0
2025-04-30,PRO,-1600.0,95957.0,34594.0,61363.0,1154.0,44830.0,79973.0,-35143.0
2025-05-02,CLIENT,-26947.0,-168557.0,-138547.0,-30010.0,2888.0,121250.0,30650.0,90600.0
2025-05-02,DII,41695.0,230.0,42515.0,-42285.0,260.0,160.0,-3700.0,3860.0
2025-05-02,FII,-8488.0,74215.0,36351.0,37864.0,1512.0,-119565.0,-52037.0,-67528.0
2025-05-02,PRO,-6260.0,94112.0,59682.0,34430.0,-4660.0,-1845.0,25088.0,-26933.0
2025-05-05,CLIENT,-26874.0,-86576.0,56673.0,-143249.0,73.0,81981.0,195220.0,-113239.0
2025-05-05,DII,40502.0,230.0,42515.0,-42285.0,-1193.0,0.0,0.0,0.0
2025-05-05,FII,-4869.0,-3029.0,-85236.0,82207.0,3619.0,-77244.0,-121587.0,44343.0
2025-05-05,PRO,-8759.0,89375.0,-13952.0,103327.0,-2499.0,-4737.0,-73634.0,68897.0
2025-05-06,CLIENT,-30231.0,-154292.0,-121864.0,-32428.0,-3357.0,-67716.0,-178537.0,110821.0
2025-05-06,DII,38779.0,70.0,56326.0,-56256.0,-1723.0,-160.0,13811.0,-13971.0
2025-05-06,FII,-2647.0,37496.0,4923.0,32573.0,2222.0,40525.0,90159.0,-49634.0
2025-05-06,PRO,-5901.0,116725.0,60615.0,56110.0,2858.0,27350.0,74567.0,-47217.0
2025-05-07,CLIENT,-21801.0,-178864.0,-71984.0,-106880.0,8430.0,-24572.0,49880.0,-74452.0
2025-05-07,DII,34800.0,70.0,53282.0,-53212.0,-3979.0,0.0,-3044.0,3044.0
2025-05-07,FII,458.0,30192.0,-13625.0,43817.0,3105.0,-7304.0,-18548.0,11244.0
2025-05-07,PRO,-13457.0,148602.0,32327.0,116275.0,-7556.0,31877.0,-28288.0,60165.0
2025-05-08,CLIENT,-34582.0,-346052.0,-320823.0,-25229.0,-12781.0,-167188.0,-248839.0,81651.0
2025-05-08,DII,42448.0,70.0,58097.0,-58027.0,7648.0,0.0,4815.0,-4815.0
2025-05-08,FII,7464.0,273457.0,264892.0,8565.0,7006.0,243265.0,278517.0,-35252.0
2025-05-08,PRO,-15330.0,72525.0,-2166.0,74691.0,-1873.0,-76077.0,-34493.0,-41584.0
2025-05-09,CLIENT,-20490.0,-271805.0,-217471.0,-54334.0,14092.0,74247.0,103352.0,-29105.0
2025-05-09,DII,59179.0,70.0,58497.0,-58427.0,16731.0,0.0,400.0,-400.0
2025-05-09,FII,-7420.0,177783.0,188945.0,-11162.0,-14884.0,-95674.0,-75947.0,-19727.0
2025-05-09,PRO,-31269.0,93953.0,-29970.0,123923.0,-15939.0,21428.0,-27804.0,49232.0
2025-05-12,CLIENT,-18113.0,-333695.0,-224580.0,-109115.0,2377.0,-61890.0,-7109.0,-54781.0
2025-05-12,DII,52826.0,70.0,52649.0,-52579.0,-6353.0,0.0,-5848.0,5848.0
2025-05-12,FII,153.0,208120.0,181662.0,26458.0,7573.0,30337.0,-7283.0,37620.0
2025-05-12,PRO,-34866.0,125503.0,-9731.0,135234.0,-3597.0,31550.0,20239.0,11311.0
2025-05-13,CLIENT,22075.0,-151383.0,-261357.0,109974.0,40188.0,182312.0,-36777.0,219089.0
2025-05-13,DII,48613.0,70.0,48678.0,-48608.0,-4213.0,0.0,-3971.0,3971.0
2025-05-13,FII,-36500.0,126261.0,169872.0,-43611.0,-36653.0,-81859.0,-11790.0,-70069.0
2025-05-13,PRO,-34188.0,25052.0,42808.0,-17756.0,678.0,-100451.0,52539.0,-152990.0
2025-05-14,CLIENT,15767.0,-249091.0,-213378.0,-35713.0,-6308.0,-97708.0,47979.0,-145687.0
2025-05-14,DII,48421.0,70.0,48637.0,-48567.0,-192.0,0.0,-41.0,41.0
2025-05-14,FII,-34803.0,139538.0,147499.0,-7961.0,1697.0,13277.0,-22373.0,35650.0
2025-05-14,PRO,-29385.0,109482.0,17241.0,92241.0,4803.0,84430.0,-25567.0,109997.0
2025-05-15,CLIENT,1154.0,-242358.0,-203623.0,-38735.0,-14613.0,6733.0,9755.0,-3022.0
2025-05-15,DII,30648.0,70.0,45637.0,-45567.0,-17773.0,0.0,-3000.0,3000.0
2025-05-15,FII,-13521.0,184708.0,203164.0,-18456.0,21282.0,45170.0,55665.0,-10495.0
2025-05-15,PRO,-18281.0,57581.0,-45178.0,102759.0,11104.0,-51901.0,-62419.0,10518.0
2025-05-16,CLIENT,11101.0,-215667.0,-194008.0,-21659.0,9947.0,26691.0,9615.0,17076.0
2025-05-16,DII,32030.0,70.0,46637.0,-46567.0,1382.0,0.0,1000.0,-1000.0
2025-05-16,FII,-23235.0,167148.0,167641.0,-493.0,-9714.0,-17560.0,-35523.0,17963.0
2025-05-16,PRO,-19896.0,48448.0,-20269.0,68717.0,-1615.0,-9133.0,24909.0,-34042.0
2025-05-19,CLIENT,9056.0,-157699.0,-193317.0,35618.0,-2045.0,57968.0,691.0,57277.0
2025-05-19,DII,31205.0,70.0,49037.0,-48967.0,-825.0,0.0,2400.0,-2400.0
2025-05-19,FII,-23498.0,159222.0,179541.0,-20319.0,-263.0,-7926.0,11900.0,-19826.0
2025-05-19,PRO,-16763.0,-1594.0,-35261.0,33667.0,3133.0,-50042.0,-14992.0,-35050.0
2025-05-20,CLIENT,35223.0,-225527.0,-248635.0,23108.0,26167.0,-67828.0,-55318.0,-12510.0
2025-05-20,DII,16682.0,70.0,47437.0,-47367.0,-14523.0,0.0,-1600.0,1600.0
2025-05-20,FII,-38748.0,172720.0,199531.0,-26811.0,-15250.0,13498.0,19990.0,-6492.0
2025-05-20,PRO,-13157.0,52738.0,1666.0,51072.0,3606.0,54332.0,36927.0,17405.0
2025-05-21,CLIENT,43570.0,-415040.0,-340038.0,-75002.0,8347.0,-189513.0,-91403.0,-98110.0
2025-05-21,DII,-75.0,70.0,48254.0,-48184.0,-16757.0,0.0,817.0,-817.0
2025-05-21,FII,-37589.0,279920.0,282848.0,-2928.0,1159.0,107200.0,83317.0,23883.0
2025-05-21,PRO,-5906.0,135050.0,8936.0,126114.0,7251.0,82312.0,7270.0,75042.0
2025-05-22,CLIENT,64840.0,-156157.0,-284070.0,127913.0,21270.0,258883.0,55968.0,202915.0
2025-05-22,DII,-3157.0,70.0,48254.0,-48184.0,-3082.0,0.0,0.0,0.0
2025-05-22,FII,-55309.0,166819.0,230143.0,-63324.0,-17720.0,-113101.0,-52705.0,-60396.0
2025-05-22,PRO,-6374.0,-10733.0,5673.0,-16406.0,-468.0,-145783.0,-3263.0,-142520.0
2025-05-23,CLIENT,58947.0,-437047.0,-329400.0,-107647.0,-5893.0,-280890.0,-45330.0,-235560.0
2025-05-23,DII,-6214.0,70.0,48654.0,-48584.0,-3057.0,0.0,400.0,-400.0
2025-05-23,FII,-54197.0,244330.0,245430.0,-1100.0,1112.0,77511.0,15287.0,62224.0
2025-05-23,PRO,1464.0,192646.0,35315.0,157331.0,7838.0,203379.0,29642.0,173737.0
2025-05-26,CLIENT,58317.0,-537766.0,-473462.0,-64304.0,-630.0,-100719.0,-144062.0,43343.0
2025-05-26,DII,-13049.0,70.0,45628.0,-45558.0,-6835.0,0.0,-3026.0,3026.0
2025-05-26,FII,-51312.0,361385.0,361475.0,-90.0,2885.0,117055.0,116045.0,1010.0
2025-05-26,PRO,6044.0,176311.0,66359.0,109952.0,4580.0,-16335.0,31044.0,-47379.0
2025-05-27,CLIENT,65811.0,-589028.0,-620662.0,31634.0,7494.0,-51262.0,-147200.0,95938.0
2025-05-27,DII,9789.0,70.0,45335.0,-45265.0,22838.0,0.0,-293.0,293.0
2025-05-27,FII,-67419.0,382262.0,447865.0,-65603.0,-16107.0,20877.0,86390.0,-65513.0
2025-05-27,PRO,-8181.0,206696.0,127463.0,79233.0,-14225.0,30385.0,61104.0,-30719.0
2025-05-28,CLIENT,72443.0,-146421.0,-226845.0,80424.0,6632.0,442607.0,393817.0,48790.0
2025-05-28,DII,12475.0,70.0,45335.0,-45265.0,2686.0,0.0,0.0,0.0
2025-05-28,FII,-78987.0,119379.0,163025.0,-43646.0,-11568.0,-262883.0,-284840.0,21957.0
2025-05-28,PRO,-5931.0,26972.0,18485.0,8487.0,2250.0,-179724.0,-108978.0,-70746.0
2025-05-29,CLIENT,57892.0,-100602.0,-203923.0,103321.0,-14551.0,45819.0,22922.0,22897.0
2025-05-29,DII,36319.0,70.0,10901.0,-10831.0,23844.0,0.0,-34434.0,34434.0
2025-05-29,FII,-77963.0,65731.0,124769.0,-59038.0,1024.0,-53648.0,-38256.0,-15392.0
2025-05-29,PRO,-16248.0,34801.0,68253.0,-33452.0,-10317.0,7829.0,49768.0,-41939.0
2025-05-30,CLIENT,61790.0,-236926.0,-299368.0,62442.0,3898.0,-136324.0,-95445.0,-40879.0
2025-05-30,DII,35057.0,70.0,10901.0,-10831.0,-1262.0,0.0,0.0,0.0
2025-05-30,FII,-83684.0,131808.0,169358.0,-37550.0,-5721.0,66077.0,44589.0,21488.0
2025-05-30,PRO,-13163.0,105048.0,119110.0,-14062.0,3085.0,70247.0,50857.0,19390.0
2025-06-02,CLIENT,61976.0,-460074.0,-395379.0,-64695.0,186.0,-223148.0,-96011.0,-127137.0
2025-06-02,DII,40429.0,70.0,10901.0,-10831.0,5372.0,0.0,0.0,0.0
2025-06-02,FII,-89066.0,204143.0,262327.0,-58184.0,-5382.0,72335.0,92969.0,-20634.0
2025-06-02,PRO,-13339.0,255861.0,122150.0,133711.0,-176.0,150813.0,3040.0,147773.0
2025-06-03,CLIENT,69389.0,-267081.0,-306547.0,39466.0,7413.0,192993.0,88832.0,104161.0
2025-06-03,DII,45236.0,70.0,10901.0,-10831.0,4807.0,0.0,0.0,0.0
2025-06-03,FII,-103154.0,129647.0,201269.0,-71622.0,-14088.0,-74496.0,-61058.0,-13438.0
2025-06-03,PRO,-11471.0,137363.0,94377.0,42986.0,1868.0,-118498.0,-27773.0,-90725.0
2025-06-04,CLIENT,68635.0,-302896.0,-238170.0,-64726.0,-754.0,-35815.0,68377.0,-104192.0
2025-06-04,DII,44591.0,70.0,10901.0,-10831.0,-645.0,0.0,0.0,0.0
2025-06-04,FII,-102935.0,99579.0,135421.0,-35842.0,219.0,-30068.0,-65848.0,35780.0
2025-06-04,PRO,-10291.0,203248.0,91847.0,111401.0,1180.0,65885.0,-2530.0,68415.0
2025-06-05,CLIENT,68669.0,-173640.0,-239220.0,65580.0,34.0,129256.0,-1050.0,130306.0
2025-06-05,DII,39090.0,70.0,10901.0,-10831.0,-5501.0,0.0,0.0,0.0
2025-06-05,FII,-106988.0,121865.0,167134.0,-45269.0,-4053.0,22286.0,31713.0,-9427.0
2025-06-05,PRO,-771.0,51704.0,61186.0,-9482.0,9520.0,-151544.0,-30661.0,-120883.0
2025-06-06,CLIENT,61524.0,-322450.0,-171484.0,-150966.0,-7145.0,-148810.0,67736.0,-216546.0
2025-06-06,DII,39366.0,70.0,11201.0,-11131.0,276.0,0.0,300.0,-300.0
2025-06-06,FII,-92730.0,148011.0,142403.0,5608.0,14258.0,26146.0,-24731.0,50877.0
2025-06-06,PRO,-8160.0,174370.0,17880.0,156490.0,-7389.0,122666.0,-43306.0,165972.0
2025-06-09,CLIENT,66571.0,-230570.0,-102716.0,-127854.0,5047.0,91880.0,68768.0,23112.0
2025-06-09,DII,42426.0,70.0,11201.0,-11131.0,3060.0,0.0,0.0,0.0
2025-06-09,FII,-95872.0,121788.0,128456.0,-6668.0,-3142.0,-26223.0,-13947.0,-12276.0
2025-06-09,PRO,-13125.0,108712.0,-36941.0,145653.0,-4965.0,-65658.0,-54821.0,-10837.0
2025-06-10,CLIENT,69100.0,-184510.0,-148224.0,-36286.0,2529.0,46060.0,-45508.0,91568.0
2025-06-10,DII,39527.0,70.0,11201.0,-11131.0,-2899.0,0.0,0.0,0.0
2025-06-10,FII,-93024.0,116574.0,155261.0,-38687.0,2848.0,-5214.0,26805.0,-32019.0
2025-06-10,PRO,-15603.0,67866.0,-18238.0,86104.0,-2478.0,-40846.0,18703.0,-59549.0
2025-06-11,CLIENT,61337.0,-403029.0,-336633.0,-66396.0,-7763.0,-218519.0,-188409.0,-30110.0
2025-06-11,DII,36082.0,70.0,11201.0,-11131.0,-3445.0,0.0,0.0,0.0
2025-06-11,FII,-86549.0,275876.0,298678.0,-22802.0,6475.0,159302.0,143417.0,15885.0
2025-06-11,PRO,-10870.0,127084.0,26755.0,100329.0,4733.0,59218.0,44993.0,14225.0
2025-06-12,CLIENT,73268.0,-168534.0,-284177.0,115643.0,11931.0,234495.0,52456.0,182039.0
2025-06-12,DII,43251.0,70.0,14534.0,-14464.0,7169.0,0.0,3333.0,-3333.0
2025-06-12,FII,-99478.0,159982.0,221599.0,-61617.0,-12929.0,-115894.0,-77079.0,-38815.0
2025-06-12,PRO,-17041.0,8483.0,48044.0,-39561.0,-6171.0,-118601.0,21289.0,-139890.0
2025-06-13,CLIENT,76557.0,-290446.0,-273894.0,-16552.0,3289.0,-121912.0,10283.0,-132195.0
2025-06-13,DII,53065.0,70.0,15534.0,-15464.0,9814.0,0.0,1000.0,-1000.0
2025-06-13,FII,-104209.0,165056.0,210968.0,-45912.0,-4731.0,5074.0,-10631.0,15705.0
2025-06-13,PRO,-25413.0,125320.0,47392.0,77928.0,-8372.0,116837.0,-652.0,117489.0
2025-06-16,CLIENT,65529.0,-462587.0,-207976.0,-254611.0,-11028.0,-172141.0,65918.0,-238059.0
2025-06-16,DII,46627.0,70.0,15546.0,-15476.0,-6438.0,0.0,12.0,-12.0
2025-06-16,FII,-101743.0,163196.0,183033.0,-19837.0,2466.0,-1860.0,-27935.0,26075.0
2025-06-16,PRO,-10413.0,299322.0,9396.0,289926.0,15000.0,174002.0,-37996.0,211998.0
2025-06-17,CLIENT,70087.0,-314808.0,-260561.0,-54247.0,4558.0,147779.0,-52585.0,200364.0
2025-06-17,DII,46270.0,70.0,15887.0,-15817.0,-357.0,0.0,341.0,-341.0
2025-06-17,FII,-99483.0,177016.0,209593.0,-32577.0,2260.0,13820.0,26560.0,-12740.0
2025-06-17,PRO,-16874.0,137723.0,35081.0,102642.0,-6461.0,-161599.0,25685.0,-187284.0
2025-06-18,CLIENT,68661.0,-287058.0,-254088.0,-32970.0,-1426.0,27750.0,6473.0,21277.0
2025-06-18,DII,42546.0,70.0,15887.0,-15817.0,-3724.0,0.0,0.0,0.0
2025-06-18,FII,-99133.0,130839.0,180088.0,-49249.0,350.0,-46177.0,-29505.0,-16672.0
2025-06-18,PRO,-12074.0,156149.0,58112.0,98037.0,4800.0,18426.0,23031.0,-4605.0
2025-06-19,CLIENT,63853.0,-299609.0,-267400.0,-32209.0,-4808.0,-12551.0,-13312.0,761.0
2025-06-19,DII,42240.0,70.0,15887.0,-15817.0,-306.0,0.0,0.0,0.0
2025-06-19,FII,-96962.0,202148.0,228408.0,-26260.0,2171.0,71309.0,48320.0,22989.0
2025-06-19,PRO,-9131.0,97390.0,23105.0,74285.0,2943.0,-58759.0,-35007.0,-23752.0
2025-06-20,CLIENT,57755.0,-478983.0,-244138.0,-234845.0,-6098.0,-179374.0,23262.0,-202636.0
2025-06-20,DII,30556.0,70.0,15887.0,-15817.0,-11684.0,0.0,0.0,0.0
2025-06-20,FII,-96368.0,154723.0,167710.0,-12987.0,594.0,-47425.0,-60698.0,13273.0
2025-06-20,PRO,8057.0,324190.0,60542.0,263648.0,17188.0,226800.0,37437.0,189363.0
2025-06-23,CLIENT,68000.0,-446869.0,-330858.0,-116011.0,10245.0,32114.0,-86720.0,118834.0
2025-06-23,DII,32427.0,70.0,23487.0,-23417.0,1871.0,0.0,7600.0,-7600.0
2025-06-23,FII,-102707.0,178741.0,216404.0,-37663.0,-6339.0,24018.0,48694.0,-24676.0
2025-06-23,PRO,2280.0,268059.0,90966.0,177093.0,-5777.0,-56131.0,30424.0,-86555.0
2025-06-24,CLIENT,71798.0,-385436.0,-284895.0,-100541.0,3798.0,61433.0,45963.0,15470.0
2025-06-24,DII,34509.0,70.0,25187.0,-25117.0,2082.0,0.0,1700.0,-1700.0
2025-06-24,FII,-109471.0,78432.0,132427.0,-53995.0,-6764.0,-100309.0,-83977.0,-16332.0
2025-06-24,PRO,3164.0,306935.0,127281.0,179654.0,884.0,38876.0,36315.0,2561.0
2025-06-25,CLIENT,55929.0,-481029.0,-318693.0,-162336.0,-15869.0,-95593.0,-33798.0,-61795.0
2025-06-25,DII,30435.0,70.0,25187.0,-25117.0,-4074.0,0.0,0.0,0.0
2025-06-25,FII,-106870.0,157557.0,181061.0,-23504.0,2601.0,79125.0,48634.0,30491.0
2025-06-25,PRO,20506.0,323402.0,112445.0,210957.0,17342.0,16467.0,-14836.0,31303.0
2025-06-26,CLIENT,19049.0,-254641.0,-161026.0,-93615.0,-36880.0,226388.0,157667.0,68721.0
2025-06-26,DII,28227.0,70.0,14983.0,-14913.0,-2208.0,0.0,-10204.0,10204.0
2025-06-26,FII,-34967.0,73440.0,76941.0,-3501.0,71903.0,-84117.0,-104120.0,20003.0
2025-06-26,PRO,-12309.0,181132.0,69103.0,112029.0,-32815.0,-142270.0,-43342.0,-98928.0
2025-06-27,CLIENT,16349.0,-336813.0,-128949.0,-207864.0,-2700.0,-82172.0,32077.0,-114249.0
2025-06-27,DII,28909.0,70.0,18383.0,-18313.0,682.0,0.0,3400.0,-3400.0
2025-06-27,FII,-33518.0,43047.0,40446.0,2601.0,1449.0,-30393.0,-36495.0,6102.0
2025-06-27,PRO,-11740.0,293696.0,70120.0,223576.0,569.0,112564.0,1017.0,111547.0
2025-06-30,CLIENT,9590.0,-264308.0,-179075.0,-85233.0,-6759.0,72505.0,-50126.0,122631.0
2025-06-30,DII,30205.0,70.0,18383.0,-18313.0,1296.0,0.0,0.0,0.0
2025-06-30,FII,-38123.0,-3778.0,17345.0,-21123.0,-4605.0,-46825.0,-23101.0,-23724.0
2025-06-30,PRO,-1672.0,268015.0,143348.0,124667.0,10068.0,-25681.0,73228.0,-98909.0
2025-07-01,CLIENT,5545.0,-221019.0,-284875.0,63856.0,-4045.0,43289.0,-105800.0,149089.0
2025-07-01,DII,29879.0,70.0,18383.0,-18313.0,-326.0,0.0,0.0,0.0
2025-07-01,FII,-38706.0,30399.0,134166.0,-103767.0,-583.0,34177.0,116821.0,-82644.0
2025-07-01,PRO,3282.0,190550.0,132326.0,58224.0,4954.0,-77465.0,-11022.0,-66443.0
2025-07-02,CLIENT,17658.0,-28759.0,-242289.0,213530.0,12113.0,192260.0,42586.0,149674.0
2025-07-02,DII,31441.0,70.0,17583.0,-17513.0,1562.0,0.0,-800.0,800.0
2025-07-02,FII,-49221.0,-61123.0,143012.0,-204135.0,-10515.0,-91522.0,8846.0,-100368.0
2025-07-02,PRO,122.0,89811.0,81695.0,8116.0,-3160.0,-100739.0,-50631.0,-50108.0
2025-07-03,CLIENT,25547.0,-81981.0,-311060.0,229079.0,7889.0,-53222.0,-68771.0,15549.0
2025-07-03,DII,33417.0,70.0,17583.0,-17513.0,1976.0,0.0,0.0,0.0
2025-07-03,FII,-61807.0,48539.0,163947.0,-115408.0,-12586.0,109662.0,20935.0,88727.0
2025-07-03,PRO,2843.0,33371.0,129531.0,-96160.0,2721.0,-56440.0,47836.0,-104276.0
2025-07-04,CLIENT,31704.0,-266433.0,-346840.0,80407.0,6157.0,-184452.0,-35780.0,-148672.0
2025-07-04,DII,31552.0,70.0,18084.0,-18014.0,-1865.0,0.0,501.0,-501.0
2025-07-04,FII,-65687.0,52403.0,152026.0,-99623.0,-3880.0,3864.0,-11921.0,15785.0
2025-07-04,PRO,2431.0,213960.0,176731.0,37229.0,-412.0,180589.0,47200.0,133389.0
2025-07-07,CLIENT,37516.0,-180422.0,-335050.0,154628.0,5812.0,86011.0,11790.0,74221.0
